Nome,Quantidade de Episódios,Data de lançamento,Nota,Mais informações
Bakemonogatari,15.0,2009.0,8.33,https://myanimelist.net/anime/5081/Bakemonogatari
Dr. Stone: Ryuusui,1.0,2022.0,8.33,https://myanimelist.net/anime/50612/Dr_Stone__Ryuusui
Given,11.0,2019.0,8.33,https://myanimelist.net/anime/39533/Given
Gotcha!,1.0,2020.0,8.33,https://myanimelist.net/anime/42984/Gotcha
Kidou Senshi Gundam: The Origin,6.0,2015.0,8.33,https://myanimelist.net/anime/10937/Kidou_Senshi_Gundam__The_Origin
Kingdom 2nd Season,39.0,2013.0,8.33,https://myanimelist.net/anime/17389/Kingdom_2nd_Season
Uchuu Senkan Yamato 2199,26.0,2012.0,8.33,https://myanimelist.net/anime/12029/Uchuu_Senkan_Yamato_2199
Versailles no Bara,40.0,1979.0,8.33,https://myanimelist.net/anime/338/Versailles_no_Bara
"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",1.0,2018.0,8.33,https://myanimelist.net/anime/37095/Violet_Evergarden__Kitto_Ai_wo_Shiru_Hi_ga_Kuru_no_Darou
Major S6,25.0,2010.0,8.33,https://myanimelist.net/anime/7655/Major_S6
Natsume Yuujinchou: Itsuka Yuki no Hi ni,1.0,2014.0,8.33,https://myanimelist.net/anime/20651/Natsume_Yuujinchou__Itsuka_Yuki_no_Hi_ni
One Outs,25.0,2008.0,8.33,https://myanimelist.net/anime/5040/One_Outs
Kobayashi-san Chi no Maid Dragon S,12.0,2021.0,8.32,https://myanimelist.net/anime/39247/Kobayashi-san_Chi_no_Maid_Dragon_S
Natsume Yuujinchou Go Specials,2.0,2017.0,8.32,https://myanimelist.net/anime/34534/Natsume_Yuujinchou_Go_Specials
Ookami to Koushinryou II,12.0,2009.0,8.32,https://myanimelist.net/anime/5341/Ookami_to_Koushinryou_II
Romeo no Aoi Sora,33.0,1995.0,8.32,https://myanimelist.net/anime/2559/Romeo_no_Aoi_Sora
Tensei shitara Slime Datta Ken 2nd Season Part 2,12.0,2021.0,8.32,https://myanimelist.net/anime/41487/Tensei_shitara_Slime_Datta_Ken_2nd_Season_Part_2
Fate/stay night: Unlimited Blade Works 2nd Season,13.0,2015.0,8.32,https://myanimelist.net/anime/28701/Fate_stay_night__Unlimited_Blade_Works_2nd_Season
Initial D First Stage,26.0,1998.0,8.32,https://myanimelist.net/anime/185/Initial_D_First_Stage
Katanagatari,12.0,2010.0,8.32,https://myanimelist.net/anime/6594/Katanagatari
Kawaki wo Ameku,1.0,2019.0,8.32,https://myanimelist.net/anime/39112/Kawaki_wo_Ameku
Kemono no Souja Erin,50.0,2009.0,8.32,https://myanimelist.net/anime/5420/Kemono_no_Souja_Erin
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,11.0,2011.0,8.31,https://myanimelist.net/anime/9989/Ano_Hi_Mita_Hana_no_Namae_wo_Bokutachi_wa_Mada_Shiranai
Boku dake ga Inai Machi,12.0,2016.0,8.31,https://myanimelist.net/anime/31043/Boku_dake_ga_Inai_Machi
Evangelion: 2.0 You Can (Not) Advance,1.0,2009.0,8.31,https://myanimelist.net/anime/3784/Evangelion__20_You_Can_Not_Advance
Hunter x Hunter: Original Video Animation,8.0,2002.0,8.31,https://myanimelist.net/anime/137/Hunter_x_Hunter__Original_Video_Animation
IDOLiSH7 Third Beat! Part 2,17.0,2022.0,8.31,https://myanimelist.net/anime/46654/IDOLiSH7_Third_Beat_Part_2
Natsume Yuujinchou,13.0,2008.0,8.31,https://myanimelist.net/anime/4081/Natsume_Yuujinchou
NHK ni Youkoso!,24.0,2006.0,8.31,https://myanimelist.net/anime/1210/NHK_ni_Youkoso
Sakamichi no Apollon,12.0,2012.0,8.31,https://myanimelist.net/anime/12531/Sakamichi_no_Apollon
Shelter (Music),1.0,2016.0,8.31,https://myanimelist.net/anime/34240/Shelter_Music
Kuroko no Basket 3rd Season,25.0,2015.0,8.3,https://myanimelist.net/anime/24415/Kuroko_no_Basket_3rd_Season
Tenki no Ko,1.0,2019.0,8.3,https://myanimelist.net/anime/38826/Tenki_no_Ko
Blue Lock,24.0,2022.0,8.3,https://myanimelist.net/anime/49596/Blue_Lock
Detective Conan Movie 06: The Phantom of Baker Street,1.0,2002.0,8.3,https://myanimelist.net/anime/1365/Detective_Conan_Movie_06__The_Phantom_of_Baker_Street
Diamond no Ace: Second Season,51.0,2015.0,8.3,https://myanimelist.net/anime/30230/Diamond_no_Ace__Second_Season
Hibike! Euphonium 2,13.0,2016.0,8.3,https://myanimelist.net/anime/31988/Hibike_Euphonium_2
Ashita no Joe,79.0,1970.0,8.29,https://myanimelist.net/anime/2402/Ashita_no_Joe
Beck,26.0,2004.0,8.29,https://myanimelist.net/anime/57/Beck
Doukyuusei (Movie),1.0,2016.0,8.29,https://myanimelist.net/anime/30346/Doukyuusei_Movie
Dr. Stone,24.0,2019.0,8.29,https://myanimelist.net/anime/38691/Dr_Stone
Gintama: Shinyaku Benizakura-hen,1.0,2010.0,8.29,https://myanimelist.net/anime/9735/Gintama__Shinyaku_Benizakura-hen
Hotarubi no Mori e,1.0,2011.0,8.29,https://myanimelist.net/anime/10408/Hotarubi_no_Mori_e
Kino no Tabi: The Beautiful World,13.0,2003.0,8.29,https://myanimelist.net/anime/486/Kino_no_Tabi__The_Beautiful_World
Major: World Series,2.0,2011.0,8.29,https://myanimelist.net/anime/11917/Major__World_Series
Rurouni Kenshin: Meiji Kenkaku Romantan,94.0,1996.0,8.29,https://myanimelist.net/anime/45/Rurouni_Kenshin__Meiji_Kenkaku_Romantan
Shinsekai yori,25.0,2012.0,8.29,https://myanimelist.net/anime/13125/Shinsekai_yori
Shirobako,24.0,2014.0,8.29,https://myanimelist.net/anime/25835/Shirobako
Steins;Gate: Oukoubakko no Poriomania,1.0,2012.0,8.29,https://myanimelist.net/anime/10863/Steins_Gate__Oukoubakko_no_Poriomania
Redline,1.0,2009.0,8.28,https://myanimelist.net/anime/6675/Redline
Fate/Zero,13.0,2011.0,8.28,https://myanimelist.net/anime/10087/Fate_Zero
Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,12.0,2022.0,8.28,https://myanimelist.net/anime/42886/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Gekitotsu
Tsubasa: Tokyo Revelations,3.0,2007.0,8.28,https://myanimelist.net/anime/2685/Tsubasa__Tokyo_Revelations
World Trigger 3rd Season,14.0,2021.0,8.28,https://myanimelist.net/anime/44940/World_Trigger_3rd_Season
Yuru Camp△,12.0,2018.0,8.27,https://myanimelist.net/anime/34798/Yuru_Camp△
Kono Subarashii Sekai ni Shukufuku wo! 2,10.0,2017.0,8.27,https://myanimelist.net/anime/32937/Kono_Subarashii_Sekai_ni_Shukufuku_wo_2
Koukaku Kidoutai,1.0,1995.0,8.27,https://myanimelist.net/anime/43/Koukaku_Kidoutai
Nodame Cantabile,23.0,2007.0,8.27,https://myanimelist.net/anime/1698/Nodame_Cantabile
Planetes,26.0,2003.0,8.27,https://myanimelist.net/anime/329/Planetes
Ramayana: The Legend of Prince Rama,1.0,1993.0,8.27,https://myanimelist.net/anime/4921/Ramayana__The_Legend_of_Prince_Rama
Stranger: Mukou Hadan,1.0,2007.0,8.27,https://myanimelist.net/anime/2418/Stranger__Mukou_Hadan
Tokyo Godfathers,1.0,2003.0,8.27,https://myanimelist.net/anime/759/Tokyo_Godfathers
86,11.0,2021.0,8.27,https://myanimelist.net/anime/41457/86
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Fuka Shou - Yakusai-hen,11.0,2023.0,8.27,https://myanimelist.net/anime/53111/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_IV__Fuka_Shou_-_Yakusai-hen
Gin no Saji 2nd Season,11.0,2014.0,8.27,https://myanimelist.net/anime/19363/Gin_no_Saji_2nd_Season
Golden Kamuy 4th Season,13.0,2022.0,8.27,https://myanimelist.net/anime/50528/Golden_Kamuy_4th_Season
Gyakkyou Burai Kaiji: Ultimate Survivor,26.0,2007.0,8.27,https://myanimelist.net/anime/3002/Gyakkyou_Burai_Kaiji__Ultimate_Survivor
Initial D Final Stage,4.0,2014.0,8.27,https://myanimelist.net/anime/22507/Initial_D_Final_Stage
Ao Ashi,24.0,2022.0,8.26,https://myanimelist.net/anime/49052/Ao_Ashi
Bakemono no Ko,1.0,2015.0,8.26,https://myanimelist.net/anime/28805/Bakemono_no_Ko
Diamond no Ace: Act II,52.0,2019.0,8.26,https://myanimelist.net/anime/38731/Diamond_no_Ace__Act_II
Hajime no Ippo: Champion Road,1.0,2003.0,8.26,https://myanimelist.net/anime/264/Hajime_no_Ippo__Champion_Road
Holo no Graffiti,,2019.0,8.26,https://myanimelist.net/anime/44042/Holo_no_Graffiti
Hunter x Hunter: Greed Island Final,14.0,2004.0,8.26,https://myanimelist.net/anime/139/Hunter_x_Hunter__Greed_Island_Final
Yuukoku no Moriarty Part 2,13.0,2021.0,8.26,https://myanimelist.net/anime/43325/Yuukoku_no_Moriarty_Part_2
Sono Bisque Doll wa Koi wo Suru,12.0,2022.0,8.26,https://myanimelist.net/anime/48736/Sono_Bisque_Doll_wa_Koi_wo_Suru
Space☆Dandy 2nd Season,13.0,2014.0,8.26,https://myanimelist.net/anime/23327/Space☆Dandy_2nd_Season
Tenkuu no Shiro Laputa,1.0,1986.0,8.26,https://myanimelist.net/anime/513/Tenkuu_no_Shiro_Laputa
Kuroshitsuji Movie: Book of the Atlantic,1.0,2017.0,8.25,https://myanimelist.net/anime/31812/Kuroshitsuji_Movie__Book_of_the_Atlantic
Naruto: Shippuuden,500.0,2007.0,8.25,https://myanimelist.net/anime/1735/Naruto__Shippuuden
Non Non Biyori Movie: Vacation,1.0,2018.0,8.25,https://myanimelist.net/anime/36990/Non_Non_Biyori_Movie__Vacation
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,13.0,2018.0,8.25,https://myanimelist.net/anime/37450/Seishun_Buta_Yarou_wa_Bunny_Girl_Senpai_no_Yume_wo_Minai
Sennen Joyuu,1.0,2002.0,8.25,https://myanimelist.net/anime/1033/Sennen_Joyuu
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,1.0,2015.0,8.25,https://myanimelist.net/anime/32188/Steins_Gate__Kyoukaimenjou_no_Missing_Link_-_Divide_By_Zero
Tonari no Totoro,1.0,1988.0,8.25,https://myanimelist.net/anime/523/Tonari_no_Totoro
Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,4.0,2019.0,8.25,https://myanimelist.net/anime/36371/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Seiran_3
Gyakkyou Burai Kaiji: Hakairoku-hen,26.0,2011.0,8.25,https://myanimelist.net/anime/10271/Gyakkyou_Burai_Kaiji__Hakairoku-hen
Danshi Koukousei no Nichijou,12.0,2012.0,8.24,https://myanimelist.net/anime/11843/Danshi_Koukousei_no_Nichijou
Detective Conan: Episode One - The Great Detective Turned Small,1.0,2016.0,8.24,https://myanimelist.net/anime/34036/Detective_Conan__Episode_One_-_The_Great_Detective_Turned_Small
Dororo,24.0,2019.0,8.24,https://myanimelist.net/anime/37520/Dororo
Golden Kamuy 2nd Season,12.0,2018.0,8.24,https://myanimelist.net/anime/37989/Golden_Kamuy_2nd_Season
Great Pretender,23.0,2020.0,8.24,https://myanimelist.net/anime/40052/Great_Pretender
Kotarou wa Hitorigurashi,10.0,2022.0,8.24,https://myanimelist.net/anime/49909/Kotarou_wa_Hitorigurashi
Nodame Cantabile: Finale,11.0,2010.0,8.24,https://myanimelist.net/anime/5690/Nodame_Cantabile__Finale
Re:Zero kara Hajimeru Isekai Seikatsu,25.0,2016.0,8.24,https://myanimelist.net/anime/31240/Re_Zero_kara_Hajimeru_Isekai_Seikatsu
Sasaki to Miyano,12.0,2022.0,8.24,https://myanimelist.net/anime/44055/Sasaki_to_Miyano
Youjo Senki Movie,1.0,2019.0,8.24,https://myanimelist.net/anime/37055/Youjo_Senki_Movie
Hajime no Ippo: Mashiba vs. Kimura,1.0,2003.0,8.23,https://myanimelist.net/anime/265/Hajime_no_Ippo__Mashiba_vs_Kimura
Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season,25.0,2016.0,8.23,https://myanimelist.net/anime/33051/Kidou_Senshi_Gundam__Tekketsu_no_Orphans_2nd_Season
Major S3,26.0,2007.0,8.23,https://myanimelist.net/anime/1842/Major_S3
One Piece Movie 14: Stampede,1.0,2019.0,8.23,https://myanimelist.net/anime/38234/One_Piece_Movie_14__Stampede
Ookami to Koushinryou,13.0,2008.0,8.23,https://myanimelist.net/anime/2966/Ookami_to_Koushinryou
Kono Sekai no Katasumi ni,1.0,2016.0,8.22,https://myanimelist.net/anime/15227/Kono_Sekai_no_Katasumi_ni
Kuroko no Basket 2nd Season,25.0,2013.0,8.22,https://myanimelist.net/anime/16894/Kuroko_no_Basket_2nd_Season
Magi: The Kingdom of Magic,25.0,2013.0,8.22,https://myanimelist.net/anime/18115/Magi__The_Kingdom_of_Magic
Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,1.0,2012.0,8.22,https://myanimelist.net/anime/11977/Mahou_Shoujo_Madoka★Magica_Movie_1__Hajimari_no_Monogatari
Majo no Takkyuubin,1.0,1989.0,8.22,https://myanimelist.net/anime/512/Majo_no_Takkyuubin
Major S1,26.0,2004.0,8.22,https://myanimelist.net/anime/627/Major_S1
Mimi wo Sumaseba,1.0,1995.0,8.22,https://myanimelist.net/anime/585/Mimi_wo_Sumaseba
SKET Dance,77.0,2011.0,8.22,https://myanimelist.net/anime/9863/SKET_Dance
Trigun,26.0,1998.0,8.22,https://myanimelist.net/anime/6/Trigun
Wu Liuqi: Zui Qiang Fa Xing Shi,10.0,2019.0,8.22,https://myanimelist.net/anime/40784/Wu_Liuqi__Zui_Qiang_Fa_Xing_Shi
xxxHOLiC◆Kei,13.0,2008.0,8.22,https://myanimelist.net/anime/3091/xxxHOLiC◆Kei
Bungou Stray Dogs 3rd Season,12.0,2019.0,8.22,https://myanimelist.net/anime/38003/Bungou_Stray_Dogs_3rd_Season
Fruits Basket 1st Season,25.0,2019.0,8.22,https://myanimelist.net/anime/38680/Fruits_Basket_1st_Season
Ginga Eiyuu Densetsu: Die Neue These - Sakubou,12.0,2022.0,8.22,https://myanimelist.net/anime/51805/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Sakubou
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,1.0,2000.0,8.21,https://myanimelist.net/anime/372/Cardcaptor_Sakura_Movie_2__Fuuin_Sareta_Card
Detective Conan Movie 13: The Raven Chaser,1.0,2009.0,8.21,https://myanimelist.net/anime/5460/Detective_Conan_Movie_13__The_Raven_Chaser
Hachimitsu to Clover II,12.0,2006.0,8.21,https://myanimelist.net/anime/1142/Hachimitsu_to_Clover_II
IDOLiSH7 Third Beat!,13.0,2021.0,8.21,https://myanimelist.net/anime/45577/IDOLiSH7_Third_Beat
JoJo no Kimyou na Bouken Part 6: Stone Ocean,12.0,2021.0,8.21,https://myanimelist.net/anime/48661/JoJo_no_Kimyou_na_Bouken_Part_6__Stone_Ocean
Kaguya-hime no Monogatari,1.0,2013.0,8.21,https://myanimelist.net/anime/16664/Kaguya-hime_no_Monogatari
Kamisama Hajimemashita◎,12.0,2015.0,8.21,https://myanimelist.net/anime/25681/Kamisama_Hajimemashita◎
Lycoris Recoil,13.0,2022.0,8.21,https://myanimelist.net/anime/50709/Lycoris_Recoil
Quanzhi Gaoshou Specials,3.0,2018.0,8.21,https://myanimelist.net/anime/37078/Quanzhi_Gaoshou_Specials
ReLIFE: Kanketsu-hen,4.0,2018.0,8.21,https://myanimelist.net/anime/35466/ReLIFE__Kanketsu-hen
Tanoshii Muumin Ikka,78.0,1990.0,8.21,https://myanimelist.net/anime/2150/Tanoshii_Muumin_Ikka
Vanitas no Karte Part 2,12.0,2022.0,8.21,https://myanimelist.net/anime/49114/Vanitas_no_Karte_Part_2
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,13.0,2015.0,8.21,https://myanimelist.net/anime/23847/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Zoku
xxxHOLiC Rou,2.0,2010.0,8.2,https://myanimelist.net/anime/6864/xxxHOLiC_Rou
Berserk: Ougon Jidai-hen III - Kourin,1.0,2013.0,8.2,https://myanimelist.net/anime/12115/Berserk__Ougon_Jidai-hen_III_-_Kourin
Horimiya,13.0,2021.0,8.2,https://myanimelist.net/anime/42897/Horimiya
InuYasha: Kanketsu-hen,26.0,2009.0,8.2,https://myanimelist.net/anime/6811/InuYasha__Kanketsu-hen
Major S2,26.0,2005.0,8.2,https://myanimelist.net/anime/558/Major_S2
Major S4,26.0,2008.0,8.2,https://myanimelist.net/anime/3226/Major_S4
No Game No Life: Zero,1.0,2017.0,8.2,https://myanimelist.net/anime/33674/No_Game_No_Life__Zero
Nomad: Megalo Box 2,13.0,2021.0,8.2,https://myanimelist.net/anime/40729/Nomad__Megalo_Box_2
Saiki Kusuo no Ψ-nan: Kanketsu-hen,1.0,2018.0,8.2,https://myanimelist.net/anime/38249/Saiki_Kusuo_no_Ψ-nan__Kanketsu-hen
Shoujo Shuumatsu Ryokou,12.0,2017.0,8.2,https://myanimelist.net/anime/35838/Shoujo_Shuumatsu_Ryokou
Little Busters! Refrain,13.0,2013.0,8.19,https://myanimelist.net/anime/18195/Little_Busters_Refrain
Liz to Aoi Tori,1.0,2018.0,8.19,https://myanimelist.net/anime/35677/Liz_to_Aoi_Tori
Maison Ikkoku,96.0,1986.0,8.19,https://myanimelist.net/anime/1453/Maison_Ikkoku
One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,1.0,2013.0,8.19,https://myanimelist.net/anime/19123/One_Piece__Episode_of_Merry_-_Mou_Hitori_no_Nakama_no_Monogatari
Paripi Koumei,12.0,2022.0,8.19,https://myanimelist.net/anime/50380/Paripi_Koumei
Senki Zesshou Symphogear XV,13.0,2019.0,8.19,https://myanimelist.net/anime/32843/Senki_Zesshou_Symphogear_XV
Shoujo Kakumei Utena,39.0,1997.0,8.19,https://myanimelist.net/anime/440/Shoujo_Kakumei_Utena
Stand By Me Doraemon 2,1.0,2020.0,8.19,https://myanimelist.net/anime/40853/Stand_By_Me_Doraemon_2
Yojouhan Time Machine Blues,6.0,2022.0,8.19,https://myanimelist.net/anime/49590/Yojouhan_Time_Machine_Blues
Yoru wa Mijikashi Arukeyo Otome,1.0,2017.0,8.19,https://myanimelist.net/anime/34537/Yoru_wa_Mijikashi_Arukeyo_Otome
Asobi Asobase,12.0,2018.0,8.19,https://myanimelist.net/anime/37171/Asobi_Asobase
Bakuman.,25.0,2010.0,8.19,https://myanimelist.net/anime/7674/Bakuman
Ballroom e Youkoso,24.0,2017.0,8.19,https://myanimelist.net/anime/34636/Ballroom_e_Youkoso
Bungou Stray Dogs 2nd Season,12.0,2016.0,8.19,https://myanimelist.net/anime/32867/Bungou_Stray_Dogs_2nd_Season
Chihayafuru,25.0,2011.0,8.19,https://myanimelist.net/anime/10800/Chihayafuru
Fate/stay night: Unlimited Blade Works,12.0,2014.0,8.19,https://myanimelist.net/anime/22297/Fate_stay_night__Unlimited_Blade_Works
Haikyuu!! Movie 4: Concept no Tatakai,1.0,2017.0,8.19,https://myanimelist.net/anime/35111/Haikyuu_Movie_4__Concept_no_Tatakai
Hunter x Hunter: Greed Island,8.0,2003.0,8.19,https://myanimelist.net/anime/138/Hunter_x_Hunter__Greed_Island
Dr. Stone: Stone Wars,11.0,2021.0,8.18,https://myanimelist.net/anime/40852/Dr_Stone__Stone_Wars
Fate/stay night Movie: Heaven's Feel - I. Presage Flower,1.0,2017.0,8.18,https://myanimelist.net/anime/25537/Fate_stay_night_Movie__Heavens_Feel_-_I_Presage_Flower
Girls & Panzer Movie,1.0,2015.0,8.18,https://myanimelist.net/anime/18617/Girls___Panzer_Movie
Higurashi no Naku Koro ni Kai,24.0,2007.0,8.18,https://myanimelist.net/anime/1889/Higurashi_no_Naku_Koro_ni_Kai
Non Non Biyori Repeat,12.0,2015.0,8.18,https://myanimelist.net/anime/23623/Non_Non_Biyori_Repeat
Toaru Kagaku no Railgun T,25.0,2020.0,8.18,https://myanimelist.net/anime/38481/Toaru_Kagaku_no_Railgun_T
Luo Xiao Hei Zhan Ji (Movie),1.0,2019.0,8.17,https://myanimelist.net/anime/40211/Luo_Xiao_Hei_Zhan_Ji_Movie
Aria the Natural,26.0,2006.0,8.17,https://myanimelist.net/anime/962/Aria_the_Natural
Black Lagoon: The Second Barrage,12.0,2006.0,8.17,https://myanimelist.net/anime/1519/Black_Lagoon__The_Second_Barrage
Detective Conan,,1996.0,8.17,https://myanimelist.net/anime/235/Detective_Conan
Detective Conan Movie 20: The Darkest Nightmare,1.0,2016.0,8.17,https://myanimelist.net/anime/32005/Detective_Conan_Movie_20__The_Darkest_Nightmare
Digimon Adventure: Last Evolution Kizuna,1.0,2020.0,8.17,https://myanimelist.net/anime/38088/Digimon_Adventure__Last_Evolution_Kizuna
Girls & Panzer: Saishuushou Part 3,1.0,2021.0,8.17,https://myanimelist.net/anime/39166/Girls___Panzer__Saishuushou_Part_3
K-On!!,26.0,2010.0,8.17,https://myanimelist.net/anime/7791/K-On
Akira,1.0,1988.0,8.16,https://myanimelist.net/anime/47/Akira
Cardcaptor Sakura,70.0,1998.0,8.16,https://myanimelist.net/anime/232/Cardcaptor_Sakura
Death Parade,12.0,2015.0,8.16,https://myanimelist.net/anime/28223/Death_Parade
Dragon Ball Z,291.0,1989.0,8.16,https://myanimelist.net/anime/813/Dragon_Ball_Z
Eiga Daisuki Pompo-san,1.0,2021.0,8.16,https://myanimelist.net/anime/41361/Eiga_Daisuki_Pompo-san
Initial D Fourth Stage,24.0,2004.0,8.16,https://myanimelist.net/anime/18/Initial_D_Fourth_Stage
Initial D Second Stage,13.0,1999.0,8.16,https://myanimelist.net/anime/186/Initial_D_Second_Stage
Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,1.0,2015.0,8.16,https://myanimelist.net/anime/28675/Kyoukai_no_Kanata_Movie_2__Ill_Be_Here_-_Mirai-hen
Major: Message,1.0,2010.0,8.16,https://myanimelist.net/anime/9890/Major__Message
Noragami Aragoto,13.0,2015.0,8.16,https://myanimelist.net/anime/30503/Noragami_Aragoto
Ouran Koukou Host Club,26.0,2006.0,8.16,https://myanimelist.net/anime/853/Ouran_Koukou_Host_Club
Shokugeki no Souma,24.0,2015.0,8.16,https://myanimelist.net/anime/28171/Shokugeki_no_Souma
Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,1.0,2008.0,8.16,https://myanimelist.net/anime/4107/Tengen_Toppa_Gurren_Lagann_Movie_1__Gurren-hen
Yuukoku no Moriarty,11.0,2020.0,8.16,https://myanimelist.net/anime/40911/Yuukoku_no_Moriarty
Working!!! Lord of the Takanashi,1.0,2016.0,8.15,https://myanimelist.net/anime/31715/Working_Lord_of_the_Takanashi
Dragon Ball Super: Broly,1.0,2018.0,8.15,https://myanimelist.net/anime/36946/Dragon_Ball_Super__Broly
IDOLiSH7 Second Beat!,15.0,2020.0,8.15,https://myanimelist.net/anime/37962/IDOLiSH7_Second_Beat
Kaguya-sama wa Kokurasetai: Ultra Romantic Teaser PV - Ishigami Yuu wa Kataritai,1.0,2021.0,8.15,https://myanimelist.net/anime/50325/Kaguya-sama_wa_Kokurasetai__Ultra_Romantic_Teaser_PV_-_Ishigami_Yuu_wa_Kataritai
"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",1.0,2016.0,8.15,https://myanimelist.net/anime/33323/Kamisama_Hajimemashita__Kamisama_Shiawase_ni_Naru
Lupin III: Cagliostro no Shiro,1.0,1979.0,8.15,https://myanimelist.net/anime/1430/Lupin_III__Cagliostro_no_Shiro
Made in Abyss Movie 1: Tabidachi no Yoake,1.0,2019.0,8.15,https://myanimelist.net/anime/37514/Made_in_Abyss_Movie_1__Tabidachi_no_Yoake
Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,1.0,2021.0,8.15,https://myanimelist.net/anime/42894/Natsume_Yuujinchou__Ishi_Okoshi_to_Ayashiki_Raihousha
Lupin III: Part 5,24.0,2018.0,8.14,https://myanimelist.net/anime/35857/Lupin_III__Part_5
Nisemonogatari,11.0,2012.0,8.14,https://myanimelist.net/anime/11597/Nisemonogatari
Nodame Cantabile: Paris-hen,11.0,2008.0,8.14,https://myanimelist.net/anime/4477/Nodame_Cantabile__Paris-hen
Non Non Biyori Nonstop: Bukatsu wo Ganbatta,1.0,2022.0,8.14,https://myanimelist.net/anime/49521/Non_Non_Biyori_Nonstop__Bukatsu_wo_Ganbatta
One Piece Film: Z,1.0,2012.0,8.14,https://myanimelist.net/anime/12859/One_Piece_Film__Z
Seirei no Moribito,26.0,2007.0,8.14,https://myanimelist.net/anime/1827/Seirei_no_Moribito
Tensei shitara Slime Datta Ken,24.0,2018.0,8.14,https://myanimelist.net/anime/37430/Tensei_shitara_Slime_Datta_Ken
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,13.0,2022.0,8.14,https://myanimelist.net/anime/51096/Youkoso_Jitsuryoku_Shijou_Shugi_no_Kyoushitsu_e_2nd_Season
Black Clover,170.0,2017.0,8.14,https://myanimelist.net/anime/34572/Black_Clover
Gankutsuou,24.0,2004.0,8.14,https://myanimelist.net/anime/239/Gankutsuou
Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,4.0,2019.0,8.14,https://myanimelist.net/anime/36370/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Seiran_2
Given Movie,1.0,2020.0,8.14,https://myanimelist.net/anime/40421/Given_Movie
Given: Uragawa no Sonzai,1.0,2021.0,8.14,https://myanimelist.net/anime/49053/Given__Uragawa_no_Sonzai
Hinamatsuri (TV),12.0,2018.0,8.14,https://myanimelist.net/anime/36296/Hinamatsuri_TV
JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2,12.0,2022.0,8.14,https://myanimelist.net/anime/51367/JoJo_no_Kimyou_na_Bouken_Part_6__Stone_Ocean_Part_2
Kaiba,12.0,2008.0,8.14,https://myanimelist.net/anime/3701/Kaiba
